store_id,product_id,category,region,inventory_level,demand_forecast,price,discount,weather_condition,holiday_promotion,competitor_pricing,seasonality,year,month,day_of_week,target,prediction
0,10,3,0,243.6069034096246,157.12,46.026699441083196,17,1,0,45.8619478342987,3,2022,11,4,149,153
3,0,2,1,212.4478808804866,53.25,59.08820086481761,12,1,1,60.10441073174514,3,2023,4,0,49,48
3,11,0,1,282.55568157104716,132.86,36.28088363188444,27,0,1,39.49138750695086,3,2022,8,1,124,127
0,11,3,0,131.00952654296674,103.2,29.0649551123892,12,2,0,31.081842106677993,3,2023,1,6,103,98
2,6,4,3,344.16556702638826,124.16,42.5097727921393,22,0,0,44.2287309350901,3,2023,10,3,116,119
0,6,3,0,286.0964795857219,82.83,72.07303903734888,22,1,1,79.57113886579053,2,2023,3,1,75,78
2,0,3,3,296.71887362974627,89.34,94.28621607345775,22,0,0,98.10460020028813,3,2023,4,5,71,84
3,12,0,1,58.777247043601285,83.17,34.0384835341927,17,2,0,39.98845351975348,0,2022,10,4,77,68
4,13,4,1,87.1036311609995,37.4,26.889635359500197,12,0,1,28.454493181864155,0,2023,8,6,25,33
4,5,3,2,84.27099274925968,87.33,29.51535171320763,27,2,0,28.4037721601496,1,2023,8,5,71,78
2,1,2,3,346.29004583519315,108.46,38.7532734831856,12,0,1,44.75622956092144,1,2023,1,5,98,104
2,15,3,2,220.2376365127711,224.78,22.069433440102976,32,3,0,20.227543459763684,3,2023,12,5,224,214
1,4,3,0,43.19773577903227,19.97,87.38652346517544,12,1,0,95.42653025375975,3,2023,12,2,5,15
0,3,4,3,43.90589538196723,28.51,66.03580800510187,22,2,0,68.38208147556017,2,2022,10,0,15,25
0,14,2,2,350.5390034528029,313.78,24.417245508199038,12,3,1,29.752951337756706,0,2023,6,0,301,307
1,19,3,3,37.53245895555263,61.98,68.86276539321754,27,2,0,74.48889248999234,0,2023,7,0,47,49
1,16,1,3,177.74806033667377,167.17,46.707085795511034,27,1,1,46.419879073158775,1,2023,2,4,177,162
4,11,2,2,346.9982054381281,382.85,95.1774263686942,32,3,1,99.28132790406578,3,2023,6,2,375,370
2,8,1,3,111.18105766078799,6.87,14.403108319789306,27,0,0,18.66533599095545,2,2022,3,3,16,9
0,7,2,2,69.39964108762561,19.02,81.57928218653784,22,3,1,84.45050115473052,3,2022,4,0,28,15
2,19,2,2,353.3716418645427,321.39,85.21120371228645,12,3,1,87.13871530560182,2,2023,5,0,311,317
3,3,0,2,141.63192058699104,68.45,46.05544816028437,27,1,1,44.86781580869346,2,2023,8,1,64,64
3,13,3,1,63.734364264145974,20.44,10.531614134030905,22,1,1,8.886323004389661,2,2022,6,4,20,15
3,18,2,0,140.9237609840561,55.78,15.79262974784616,22,2,1,20.268120277135324,1,2022,2,2,53,50
2,1,1,0,49.57117220544687,28.76,37.842897375148354,27,1,0,39.30879182877847,2,2023,10,2,31,24
2,6,2,2,151.54615502808042,95.07,46.1416943178879,32,2,0,45.51704488663974,1,2023,11,5,105,91
4,7,2,3,252.10481864484407,201.71,68.19196194519009,17,1,1,75.62504337639831,3,2023,3,3,197,196
4,3,0,2,337.7921305999737,272.6,81.28221208812568,17,0,1,84.60266421987417,0,2022,4,3,271,269
1,15,2,0,266.97617030647814,320.48,62.28889160254857,17,1,1,67.14448854572507,1,2023,12,3,309,305
2,16,4,1,45.32221458783714,77.36,89.66725518846876,27,3,1,94.63528231501273,3,2022,3,2,60,60
0,7,2,2,213.15604048342155,173.9,94.3437135118601,32,1,1,98.348061104518,3,2022,3,0,181,170
3,3,2,1,153.6706338368853,127.22,87.81775425319309,32,1,0,91.29783908619515,0,2023,6,6,137,123
1,6,4,1,148.7135166163406,66.27,87.99024656840014,17,3,1,95.98446149261984,0,2022,3,1,72,62
0,2,0,2,82.14651394045481,8.15,23.516452306562183,27,0,0,26.22276822642383,0,2023,5,4,12,9
1,6,0,2,351.9553226586728,408.69,52.600573231752165,22,3,1,54.5961077735447,3,2023,5,1,397,396
3,19,4,3,213.8642000863565,129.14,34.373885258206414,27,0,1,38.62913013780346,1,2022,4,4,119,124
2,13,0,1,133.84216495470656,184.42,63.4580061833964,17,1,1,72.20644651283746,0,2023,9,2,184,170
4,8,0,0,103.39130202850347,64.88,89.25519021325191,27,0,0,91.57173260345373,1,2022,9,0,56,61
3,11,3,1,209.61524246874677,256.79,12.649436448517555,12,3,0,15.338036966480784,0,2023,2,1,254,238
2,7,3,3,241.48242460081974,282.54,81.9817642553543,22,0,0,88.81250902218206,1,2022,8,3,271,267
0,9,0,2,242.89874380668965,221.61,15.553057087836358,12,3,1,14.18159767138898,1,2023,10,3,206,216
4,11,2,3,103.39130202850347,151.05,33.137690332555835,32,3,0,37.23937414282471,0,2022,9,3,134,135
